192.168.1.95,2000
192.168.1.95,2001
192.168.204.1,2000
192.168.204.1,2000
192.168.204.1,2000
192.168.204.1,2001
192.168.204.1,2001
192.168.204.1,2000
192.168.204.1,2001
192.168.204.1,2000
192.168.204.1,2000
192.168.204.1,2001
192.168.204.1,2000
192.168.204.1,2001
192.168.204.1,2000
192.168.204.1,2001
192.168.204.1,2001
192.168.204.1,2000
192.168.204.1,2001
